Fecha,DViento,HAire10,HAire2,NO,NO2,NOx,O3,P,PLiquida,PM2.5,RGlobal,TAire10,TAire2,TMPR_AIR_10CM,VViento
2012-10-08,,,,48.16666667,22.45833333,70.75,25.625,,0.0,31.75,142.82916667,,,,
2012-10-09,,,,73.0,21.5,94.5,19.0,,0.0,53.5,0.0,,,,
2012-10-10,,,,17.625,21.5,38.8125,22.1875,,0.0,20.11764706,259.80625,,,,
2012-10-11,,,,41.08333333,24.54166667,65.70833333,16.58333333,,0.0,30.25,224.0875,,,,
2012-10-12,,,,41.25,27.91666667,69.08333333,31.33333333,,1.575,35.83333333,165.75,,,,
2012-10-13,,,,35.66666667,26.29166667,61.95833333,29.5,,1.19166667,28.54166667,220.69166667,,,,
2012-10-14,,,,29.16666667,18.95833333,48.125,28.04166667,,0.29583333,29.66666667,186.80416667,,,,
2012-10-15,,,,25.75,16.16666667,41.83333333,28.08333333,,0.33333333,22.54166667,167.21666667,,,,
2012-10-16,,,,51.42857143,16.57142857,68.0,16.85714286,,0.0,30.42857143,4.64285714,,,,
2012-10-17,,,,,,,,,,,,,,,
2012-10-18,,,,66.875,25.0,92.0,,,0.5375,,16.5625,,,,
2012-10-19,,,,36.52173913,23.47826087,60.13043478,22.66666667,,0.03333333,28.53333333,130.8826087,,,,
2012-10-20,,,,19.875,17.0,36.875,22.5,,0.0,20.75,202.8875,,,,
2012-10-21,,,,10.91666667,11.0,21.875,20.875,,1.3625,11.79166667,214.525,,,,
2012-10-22,,,,18.91666667,13.58333333,32.54166667,17.91666667,,0.025,15.58333333,187.10416667,,,,
2012-10-23,,,,30.5,12.14285714,42.64285714,14.95833333,,0.02083333,24.33333333,230.77916667,,,,
2012-10-24,,,,7.125,12.0,19.0,15.64705882,,0.01764706,20.94117647,235.45882353,,25.95857143,,
2012-10-25,,,,13.9375,25.625,39.5,21.375,,0.0,25.0625,238.91875,,23.97625,,
2012-10-26,,,,19.625,20.25,39.91666667,16.29166667,,0.0,19.625,141.33333333,,21.2825,,
2012-10-27,,,,13.75,15.33333333,29.0,18.58333333,,0.0,17.08333333,218.07916667,,22.57208333,,
2012-10-28,,,,9.75,11.95833333,21.875,22.125,,0.05,19.29166667,200.09166667,,22.845,,
2012-10-29,,,,14.5,17.25,31.70833333,17.29166667,,0.0,21.125,200.44166667,,23.04583333,,
2012-10-30,,,,19.29166667,22.16666667,41.20833333,13.33333333,,0.39583333,24.08333333,134.33333333,,20.10291667,,
2012-10-31,,,,16.375,22.625,39.0,16.58333333,,0.24583333,23.79166667,154.29166667,,21.31166667,,
2012-11-01,,,66.6125,20.26315789,22.0,42.26315789,17.61111111,,0.04583333,20.47058824,207.04166667,,21.92291667,,
2012-11-02,,,71.85416667,,,,,,0.00833333,,151.275,,21.56625,,
2012-11-03,,,42.28,7.8,17.2,25.2,,,0.02,16.5,,,27.194,,
2012-11-04,,,,,,,,,,,,,,,
2012-11-05,,,,,,,,,,,,,,,
2012-11-06,,,65.05555556,23.77777778,26.33333333,50.11111111,9.33333333,,0.0,24.22222222,42.96666667,,23.20777778,,
2012-11-07,,,83.04285714,19.45833333,15.625,35.04166667,11.79166667,,0.11666667,22.66666667,169.025,,22.0075,,
2012-11-08,,,68.43333333,28.33333333,15.45833333,43.75,11.58333333,,0.00416667,25.29166667,214.0,,22.1375,,
2012-11-09,,,63.72083333,17.83333333,18.08333333,35.95833333,12.375,,0.05416667,23.16666667,162.42916667,,23.07833333,,
2012-11-10,,,71.45416667,26.29166667,16.125,42.41666667,9.33333333,,0.00416667,27.79166667,176.85833333,,21.79375,,
2012-11-11,,,72.15833333,16.45833333,14.08333333,30.45833333,8.91666667,,0.02916667,23.04166667,99.64583333,,21.64916667,,
2012-11-12,,,73.32083333,17.875,14.125,32.0,7.91666667,,0.00833333,24.54166667,98.59166667,,20.88333333,,
2012-11-13,,,73.96086957,29.43478261,16.65217391,46.08695652,9.95652174,,0.6173913,30.72727273,159.58695652,,21.00043478,,
2012-11-14,,,70.2,25.42857143,18.92857143,44.35714286,8.92857143,,2.34285714,27.78571429,173.40714286,,22.11142857,,
2012-11-15,,,74.24166667,21.125,21.58333333,42.70833333,5.375,,0.70416667,35.20833333,126.2375,,21.04208333,,
2012-11-16,,,73.1125,15.08333333,14.625,29.54166667,8.41666667,,1.0375,22.45833333,174.88333333,,20.87583333,,
2012-11-17,,,78.43333333,39.58333333,15.91666667,55.29166667,6.54166667,,1.43333333,27.625,127.18333333,,19.96375,,
2012-11-18,,,84.15833333,47.04166667,17.91666667,64.83333333,4.79166667,,0.39166667,34.5,81.81666667,,18.83125,,
2012-11-19,,,71.88333333,38.91666667,17.5,56.33333333,7.16666667,,0.00416667,36.04166667,168.0875,,21.35166667,,
2012-11-20,,,69.4173913,16.09090909,11.18181818,27.31818182,3.63636364,,0.0,21.90909091,173.52173913,,22.65869565,,
2012-11-21,,,73.80833333,36.91666667,17.625,54.41666667,2.91666667,,0.25,34.5,96.02083333,,21.32291667,,
2012-11-22,,,79.45416667,43.33333333,19.375,62.70833333,3.04166667,,0.5,38.66666667,129.03333333,,20.20583333,,
2012-11-23,,,72.2875,23.375,14.75,38.04166667,4.66666667,,0.0375,30.625,151.89583333,,21.80916667,,
2012-11-24,,,67.45416667,18.16666667,12.54166667,30.5,5.29166667,,0.0,27.08333333,200.49166667,,22.83375,,
2012-11-25,,,65.32916667,8.33333333,9.95833333,18.16666667,5.95833333,,0.0,23.875,207.93333333,,23.21958333,,
2012-11-26,,,66.69583333,20.5,15.5,36.08333333,5.33333333,,0.02083333,30.83333333,179.62916667,,22.73416667,,
2012-11-27,,,69.74583333,21.75,14.83333333,36.5,4.04166667,,0.06666667,21.52173913,174.13333333,,21.98,,
2012-11-28,,,65.33333333,22.08333333,13.66666667,35.625,6.29166667,,0.00416667,21.625,172.50416667,,22.54708333,,
2012-11-29,,,74.12083333,17.0,14.04166667,31.125,6.5,,1.0125,20.25,128.475,,21.06541667,,
2012-11-30,,,78.1125,46.08333333,22.66666667,68.75,4.5,,0.25,33.16666667,107.78333333,,20.12208333,,
2012-12-01,,,79.09166667,70.25,16.91666667,87.08333333,4.66666667,,0.53333333,48.08333333,118.42083333,,19.6625,,
2012-12-02,,,73.1875,33.66666667,13.125,46.625,9.08333333,,0.15833333,28.75,136.19166667,,20.36375,,
2012-12-03,,,74.74583333,29.9375,12.5,40.86111111,4.70833333,,0.5,21.16666667,135.45,,20.45416667,,
2012-12-04,,,64.93333333,30.95833333,10.45833333,37.875,6.33333333,,0.0,19.625,197.06666667,,21.96708333,,
2012-12-05,,,65.34583333,29.09722222,13.20833333,39.41666667,6.41666667,,0.00416667,22.875,173.1,,21.65208333,,
2012-12-06,,,63.84166667,26.02777778,13.16666667,36.08333333,6.875,,0.0,23.125,200.75833333,,22.08875,,
2012-12-07,,,65.61666667,29.23611111,12.04166667,38.75,6.70833333,,0.0,25.58333333,204.59583333,,22.27291667,,
2012-12-08,,,63.37083333,18.04166667,11.54166667,26.07792208,7.375,,0.0,25.70833333,192.7875,,22.9425,,
2012-12-09,,,64.25416667,21.34722222,11.04166667,31.47222222,7.625,,0.0,28.125,170.7875,,22.95416667,,
2012-12-10,,,60.87083333,22.97222222,14.08333333,34.31944444,5.75,,0.00416667,28.95833333,190.75833333,,23.80791667,,
2012-12-11,,,70.69166667,43.95833333,17.16666667,62.81944444,4.08333333,,0.14166667,37.08333333,118.92083333,,21.48541667,,
2012-12-12,,,70.9875,43.52777778,14.625,60.56944444,4.625,,0.0625,31.20833333,149.975,,21.03916667,,
2012-12-13,,,67.62083333,34.54166667,26.375,62.05555556,8.41666667,,0.00416667,38.25,135.07083333,,21.74,,
2012-12-14,,,69.18333333,50.29166667,19.125,66.72222222,6.33333333,,0.0,35.16666667,123.24583333,,20.95125,,
2012-12-15,,,67.05416667,44.33333333,17.54166667,61.04166667,10.0,,0.02083333,34.66666667,181.0875,,21.60291667,,
2012-12-16,,,64.97083333,19.5625,11.33333333,27.5,8.625,,0.0,22.91666667,162.45416667,,21.85375,,
2012-12-17,,,61.5875,18.04166667,19.66666667,37.625,7.91666667,,0.0,30.33333333,112.62916667,,21.64125,,
2012-12-18,,,65.14583333,32.19565217,16.66666667,41.98305085,8.91666667,,0.06666667,30.16666667,120.40833333,,20.6325,,
2012-12-19,,,65.2,34.33333333,16.875,38.95833333,7.33333333,,0.0,33.66666667,147.09583333,,21.93416667,,
2012-12-20,,,66.59583333,35.5,16.41666667,42.59722222,7.04166667,,0.00416667,32.83333333,185.025,,22.5375,,
2012-12-21,,,66.15,36.88732394,15.60869565,41.04285714,8.65217391,,0.00416667,29.125,177.37916667,,22.51416667,,
2012-12-22,,,67.61666667,34.33333333,14.08333333,38.79166667,11.54166667,,0.0625,28.83333333,185.81666667,,22.49041667,,
2012-12-23,,,65.6875,17.23611111,12.875,26.94444444,12.29166667,,0.0,25.5,138.62916667,,22.32708333,,
2012-12-24,,,68.54583333,25.45833333,21.20833333,42.11111111,12.0,,0.0,34.625,90.925,,21.36916667,,
2012-12-25,,,67.49166667,8.04166667,11.25,21.22222222,11.25,,0.0,30.25,137.69583333,,22.0975,,
2012-12-26,,,68.7625,33.56410256,13.95833333,39.22222222,9.125,,0.01666667,27.08333333,118.64166667,,21.95791667,,
