Fecha,DViento,HAire10,O3,P,PLiquida,PM2.5,VViento
2020-06-01,153.54166667,82.15905472,47.32369906,17.27925694,0.0,13.16666667,1.47041667
2020-06-02,,,50.3320116,,0.0,20.375,
2020-06-03,149.36842105,70.90346577,54.49296562,20.53223953,0.005,60.0,1.30842105
2020-06-04,182.05263158,74.10746005,45.72962041,20.15294405,0.0,13.29166667,0.99578947
2020-06-05,181.45833333,70.83866667,48.41094245,20.47888889,0.02416667,14.83333333,0.88833333
2020-06-06,172.04166667,80.26814583,33.16501073,18.38349306,0.02041667,19.0,1.12875
2020-06-07,193.58333333,85.52254167,19.25506873,17.23563889,0.02916667,10.6,0.76333333
2020-06-08,172.125,71.12143056,30.75345585,18.92086111,0.0,33.29166667,1.03708333
2020-06-09,155.75,77.18315972,39.24703389,18.32725694,0.12416667,9.5,1.15625
2020-06-10,171.625,83.37472917,24.67376833,17.32606945,0.20083333,19.45833333,1.03208333
2020-06-11,144.91666667,87.23472917,15.58927174,17.09117361,0.2825,17.58333333,0.92541667
2020-06-12,133.29166667,77.26310417,22.33345066,18.41398611,0.05541667,7.60416667,1.07916667
2020-06-13,,,,,,,
2020-06-14,,,,,,,
2020-06-15,,,,,,,
2020-06-16,,,,,,,
2020-06-17,,,,,,,
2020-06-18,,,,,,,
2020-06-19,,,,,,,
2020-06-20,,,,,,,
2020-06-21,,,,,,,
2020-06-22,,,,,,,
2020-06-23,,,,,,,
2020-06-24,,,,,,,
2020-06-25,,,,,,,
2020-06-26,,,,,,,
2020-06-27,,,,,,,
2020-06-28,,,,,,,
2020-06-29,,,,,,,
2020-06-30,,,,,,,
2020-07-01,141.29166667,76.55034643,43.82490079,17.6585,0.0,11.56521739,1.48375
2020-07-02,163.18181818,67.45396814,47.66703908,20.52491013,0.03916667,33.73913043,0.88818182
2020-07-03,162.625,73.70658333,50.11946778,18.81722222,0.01083333,60.95833333,1.0075
2020-07-04,,,,,,,
2020-07-05,157.0,71.14534028,38.36415956,20.5300625,0.01541667,7.64583333,1.32708333
2020-07-06,131.625,65.85355556,46.75964047,19.56856944,0.0,7.14583333,1.41333333
2020-07-07,182.66666667,84.47061111,,17.47130556,0.12291667,18.04166667,1.05708333
2020-07-08,146.45833333,69.82325,32.16768973,19.69428472,0.00791667,16.91666667,1.38875
2020-07-09,184.16666667,83.6325625,28.72113885,17.5900625,0.26583333,12.39130435,1.0175
2020-07-10,150.625,77.83522222,32.60095213,18.27420833,0.0025,18.58333333,1.03041667
2020-07-11,163.83333333,85.20309028,26.28186086,17.24378472,0.13333333,20.79166667,0.93458333
2020-07-12,170.125,80.35309722,22.67679067,18.11140278,0.0,16.54166667,0.93083333
2020-07-13,,,,,,,
2020-07-14,,,,,,,
2020-07-15,,,,,,,
2020-07-16,,,,,,,
2020-07-17,,,,,,,
2020-07-18,,,,,,,
2020-07-19,,,,,,,
2020-07-20,,,,,,,
2020-07-21,,,,,,,
2020-07-22,,,,,,,
2020-07-23,,,,,,,
2020-07-24,,,,,,,
2020-07-25,,,,,,,
2020-07-26,,,,,,,
2020-07-27,,,,,,,
2020-07-28,,,,,,,
2020-07-29,,,,,,,
2020-07-30,,,,,,,
2020-07-31,,,,,,,
2020-08-01,147.33333333,77.97947863,34.17868126,17.78961111,0.0,10.91666667,1.40666667
2020-08-02,176.38888889,71.40250748,47.18472811,19.07882346,0.0,38.83333333,1.15444444
2020-08-03,173.08695652,77.13558796,48.18204911,19.10806173,0.0,53.125,0.95086957
2020-08-04,199.15,73.72813547,52.98063459,20.79884279,0.0,14.33333333,0.9535
2020-08-05,132.79166667,65.46545833,42.71313312,20.25211111,0.0,9.56521739,1.25916667
2020-08-06,160.54166667,68.59963194,37.2278676,19.83140972,0.0,9.58333333,1.29125
2020-08-07,174.70833333,86.820625,,17.26181944,0.49083333,9.20833333,0.77041667
2020-08-08,145.29166667,64.61676389,32.49468022,20.04905556,0.0,8.70833333,1.49041667
2020-08-09,172.625,87.99052083,25.08834556,15.70735417,0.22625,13.58333333,0.85916667
2020-08-10,127.29166667,76.44782639,36.32864375,18.50952778,0.00041667,23.29166667,1.0075
2020-08-11,124.0,89.32156945,19.44775956,16.89823611,0.1025,17.79166667,0.82708333
2020-08-12,164.29166667,81.79854167,21.57319776,18.0345625,0.00333333,14.33333333,1.00125
2020-08-13,,,,,,,
2020-08-14,,,,,,,
2020-08-15,,,,,,,
2020-08-16,,,,,,,
2020-08-17,,,,,,,
2020-08-18,,,,,,,
2020-08-19,,,,,,,
2020-08-20,,,,,,,
2020-08-21,,,,,,,
2020-08-22,,,,,,,
2020-08-23,,,,,,,
2020-08-24,,,,,,,
2020-08-25,,,,,,,
2020-08-26,,,,,,,
2020-08-27,,,,,,,
2020-08-28,,,,,,,
2020-08-29,,,,,,,
2020-08-30,,,,,,,
2020-08-31,,,,,,,
2020-09-01,148.70833333,76.89807639,41.21715161,18.51831944,0.0,11.08695652,1.485
2020-09-02,173.6875,68.21167475,56.43855905,18.25537534,0.00291667,33.56521739,1.573125
2020-09-03,171.5,75.87779221,47.79783528,19.85916553,0.02791667,56.45833333,1.023
2020-09-04,137.4,80.80878359,48.65618532,18.80797826,0.25041667,11.41666667,0.97866667
2020-09-05,126.16666667,63.98095833,43.04829837,21.27952083,0.0,8.95454545,1.2025
2020-09-06,168.125,79.01877778,32.65817546,18.54957639,0.01041667,17.41666667,0.94041667
2020-09-07,142.54166667,77.15527778,19.68482766,17.99138889,0.11583333,8.56521739,0.96416667
2020-09-08,183.5,62.93800694,33.33668074,20.25902083,0.0,10.4375,1.37541667
2020-09-09,153.60869565,82.08712441,24.06650027,16.7465802,0.0,17.68181818,0.87608696
2020-09-10,164.79166667,73.4629375,29.05310528,18.82124305,0.01125,14.54166667,0.92666667
2020-09-11,140.16666667,90.02065278,5.41496256,16.24647222,0.17125,17.04166667,0.84791667
2020-09-12,161.58333333,84.2419375,15.76094175,17.22825695,0.0175,14.79166667,0.84541667
2020-09-13,,,,,,,
2020-09-14,,,,,,,
2020-09-15,,,,,,,
2020-09-16,,,,,,,
2020-09-17,,,,,,,
2020-09-18,,,,,,,
2020-09-19,,,,,,,
2020-09-20,,,,,,,
2020-09-21,,,,,,,
2020-09-22,,,,,,,
2020-09-23,,,,,,,
2020-09-24,,,,,,,
2020-09-25,,,,,,,
2020-09-26,,,,,,,
2020-09-27,,,,,,,
2020-09-28,,,,,,,
2020-09-29,,,,,,,
2020-09-30,,,,,,,
2020-10-01,158.625,75.25141559,35.58474038,18.71109722,0.0,12.91666667,1.27791667
2020-10-02,174.1,68.25355864,58.98091013,19.07519574,0.0,31.36363636,1.7585
2020-10-03,151.5625,83.16298055,52.73539172,18.15071157,0.065,46.66666667,0.695
2020-10-04,149.82352941,82.97350273,39.00179102,19.45714617,0.06583333,13.54166667,0.87588235
2020-10-05,166.91666667,68.62394158,46.63701903,20.440125,0.0,7.75,1.55625
2020-10-06,207.5,86.94065278,14.73240802,17.098875,0.16083333,19.54166667,0.61791667
2020-10-07,170.66666667,79.98895833,31.64450494,18.26177778,0.2525,16.58333333,0.72125
2020-10-08,159.66666667,66.50621528,31.79165066,20.27544444,0.0,22.08333333,1.42166667
2020-10-09,155.30434783,77.34767092,28.81603717,18.44751142,0.17166667,16.0,0.92521739
2020-10-10,111.58333333,68.88332639,32.26578687,19.442875,0.00125,13.91666667,1.28208333
2020-10-11,174.58333333,86.79011805,,17.15588194,0.55416667,19.125,0.90458333
2020-10-12,149.66666667,77.24018056,22.1944797,18.00039583,0.0,13.54166667,1.13958333
2020-10-13,,,,,,,
2020-10-14,,,,,,,
2020-10-15,,,,,,,
2020-10-16,,,,,,,
2020-10-17,,,,,,,
2020-10-18,,,,,,,
2020-10-19,,,,,,,
2020-10-20,,,,,,,
2020-10-21,,,,,,,
2020-10-22,,,,,,,
2020-10-23,,,,,,,
2020-10-24,,,,,,,
2020-10-25,,,,,,,
2020-10-26,,,,,,,
2020-10-27,,,,,,,
2020-10-28,,,,,,,
2020-10-29,,,,,,,
2020-10-30,,,,,,,
2020-10-31,,,,,,,
2020-11-01,156.16666667,72.84549162,39.54132534,18.40379167,0.0,9.47826087,1.53708333
2020-11-02,159.0,62.94980247,50.18486588,19.92033743,0.0,30.95833333,1.04666667
2020-11-03,185.27777778,86.54679277,35.65618069,17.69578164,0.03375,49.33333333,0.83444444
2020-11-04,145.68421053,85.8983685,34.09693363,18.50955055,0.12041667,7.89583333,0.67684211
2020-11-05,170.29166667,78.37190972,33.65549647,19.64649306,0.00708333,14.75,0.90625
2020-11-06,112.33333333,83.31176341,20.56770199,17.00954981,0.12916667,19.2173913,0.74083333
2020-11-07,144.33333333,88.5090625,27.205609,16.40032639,0.37375,9.45833333,0.5875
2020-11-08,161.58333333,77.33476389,26.87044374,19.165,0.09375,28.16666667,0.81208333
2020-11-09,161.81818182,83.38538522,30.29566915,18.45759024,0.33833333,18.91666667,0.90590909
2020-11-10,170.66666667,71.26236806,39.19798532,19.39602778,0.00041667,14.47619048,1.15291667
2020-11-11,170.0,92.034625,,16.183625,0.08125,15.29166667,0.66833333
2020-11-12,177.66666667,78.215,19.77297293,18.15200694,0.0,18.625,1.00333333
2020-11-13,,,,,,,
2020-11-14,,,,,,,
2020-11-15,,,,,,,
2020-11-16,,,,,,,
2020-11-17,,,,,,,
2020-11-18,,,,,,,
2020-11-19,,,,,,,
2020-11-20,,,,,,,
2020-11-21,,,,,,,
2020-11-22,,,,,,,
2020-11-23,,,,,,,
2020-11-24,,,,,,,
2020-11-25,,,,,,,
2020-11-26,,,,,,,
2020-11-27,,,,,,,
2020-11-28,,,,,,,
2020-11-29,,,,,,,
2020-11-30,,,,,,,
2020-12-01,148.95833333,73.27895833,44.67507607,18.94159028,0.0,9.66666667,1.29458333
2020-12-02,182.46153846,62.36860375,44.63420226,19.39283185,0.00458333,28.29166667,0.83615385
2020-12-03,244.92857143,84.09725284,47.55259241,18.73318345,0.03083333,59.33333333,0.655
2020-12-04,188.05555556,82.73925755,34.87353605,18.70281285,0.08666667,12.0,0.82666667
2020-12-05,163.375,76.55498611,47.40544669,19.19034722,0.09583333,16.58333333,0.98833333
2020-12-06,167.25,88.79999306,18.00082663,16.27738194,0.22958333,12.91666667,0.74791667
2020-12-07,177.70833333,88.89227083,24.9493746,16.7688125,0.05458333,14.58333333,0.7825
2020-12-08,154.25,74.24275,25.12921937,19.58199306,0.16583333,9.65909091,1.05
2020-12-09,182.5,83.6078793,40.10538393,17.85245221,0.38208333,15.54166667,1.03
2020-12-10,172.33333333,78.29664583,34.57924461,18.59368056,0.0425,18.91666667,0.96
2020-12-11,167.58333333,89.30194444,,16.82484722,0.02916667,27.04166667,0.68041667
2020-12-12,166.83333333,80.23509028,18.02535091,17.57338889,0.015,15.79166667,0.99541667
2020-12-13,,,,,,,
2020-12-14,,,,,,,
2020-12-15,,,,,,,
2020-12-16,,,,,,,
2020-12-17,,,,,,,
2020-12-18,,,,,,,
2020-12-19,,,,,,,
2020-12-20,,,,,,,
2020-12-21,,,,,,,
2020-12-22,,,,,,,
2020-12-23,,,,,,,
2020-12-24,,,,,,,
2020-12-25,,,,,,,
2020-12-26,,,,,,,
2020-12-27,,,,,,,
2020-12-28,,,,,,,
2020-12-29,,,,,,,
2020-12-30,,,,,,,
2020-12-31,,,,,,,
2021-01-01,176.0,82.70941667,24.78587935,16.77421528,0.00041667,16.33333333,1.00666667
2021-01-02,154.07623631,67.09551389,31.21124253,19.32142361,0.00125,14.75,1.04958464
2021-01-03,137.16666667,87.384875,34.68551652,16.67048611,0.39208333,16.54166667,0.96791667
2021-01-04,151.56521739,83.30151449,24.7531803,18.48344203,0.0126087,17.875,0.71913043
2021-01-05,197.40260459,88.40132695,21.47510061,15.99404445,0.04,14.5625,0.62064758
2021-01-06,186.33720592,90.82089583,15.82633985,16.43320139,0.65,15.25,0.61674269
2021-01-07,171.26073669,79.44820774,22.79941211,17.25136217,0.00208333,18.375,0.73188012
2021-01-08,,,29.08580433,,,14.29166667,
2021-01-09,182.21443639,87.77721528,23.74768453,16.70211806,0.08541667,20.125,0.64571938
2021-01-10,140.42820038,89.36770142,19.75840054,16.33781946,0.03166667,17.33333333,0.65534608
2021-01-11,157.02847061,88.45700695,26.62520087,16.5996875,0.20416667,12.875,0.58975356
2021-01-12,184.0471537,85.34211806,21.75197626,17.07478472,0.11333333,13.60869565,0.53758323
2021-01-13,,,,,,,
2021-01-14,,,,,,,
2021-01-15,,,,,,,
2021-01-16,,,,,,,
2021-01-17,,,,,,,
2021-01-18,,,,,,,
2021-01-19,,,,,,,
2021-01-20,,,,,,,
2021-01-21,,,,,,,
2021-01-22,,,,,,,
2021-01-23,,,,,,,
2021-01-24,,,,,,,
2021-01-25,,,,,,,
2021-01-26,,,,,,,
2021-01-27,,,,,,,
2021-01-28,,,,,,,
2021-01-29,,,,,,,
2021-01-30,,,,,,,
2021-01-31,,,,,,,
2021-02-01,145.25,85.07590972,24.6877822,16.93600694,0.055,13.875,0.97083333
2021-02-02,176.23853689,72.87245139,30.77798013,19.78519444,0.015,13.58333333,0.79857691
2021-02-03,159.5,84.50873611,33.80264219,16.72894444,0.06166667,16.5,0.86458333
2021-02-04,168.91666667,88.97256944,23.72316025,17.34147222,0.53333333,14.41666667,0.88083333
2021-02-05,158.43107251,86.10233628,22.84028592,16.48488348,0.5375,12.17391304,0.68093551
2021-02-06,163.98024495,84.65673611,29.38827054,17.69325,0.02583333,18.33333333,0.68840373
2021-02-07,184.02526327,77.5886875,35.54386656,18.31150695,0.02958333,19.08333333,0.68244672
2021-02-08,,,29.98502819,,,12.39130435,
2021-02-09,181.24413561,72.74910417,32.11864115,19.22729861,0.00708333,18.72916667,0.76300323
2021-02-10,185.07520829,80.89902088,35.78093467,18.08891663,0.03208333,21.875,0.77678742
2021-02-11,159.84469689,87.55419473,26.56797754,16.64038237,0.25083333,16.66666667,0.71022201
2021-02-12,171.05495118,78.84944444,30.09947486,18.33189583,0.0,14.20833333,0.83278054
2021-02-13,,,,,,,
2021-02-14,,,,,,,
2021-02-15,,,,,,,
2021-02-16,,,,,,,
2021-02-17,,,,,,,
2021-02-18,,,,,,,
2021-02-19,,,,,,,
2021-02-20,,,,,,,
2021-02-21,,,,,,,
2021-02-22,,,,,,,
2021-02-23,,,,,,,
2021-02-24,,,,,,,
2021-02-25,,,,,,,
2021-02-26,,,,,,,
2021-02-27,,,,,,,
2021-02-28,,,,,,,
2021-03-01,116.04166667,85.75352083,18.01717615,17.16171528,0.14708333,8.20833333,0.93458333
2021-03-02,215.69475743,78.33833334,23.42886881,19.22159722,0.0075,18.5,0.937838
2021-03-03,166.66666667,79.72397222,28.90595956,17.0291875,0.00666667,28.875,0.91958333
2021-03-04,159.625,89.17688194,25.85677322,17.04133333,0.07791667,15.875,0.89541667
2021-03-05,170.59251505,86.66152984,30.69623251,15.55442381,0.315,12.29166667,0.93744281
2021-03-06,192.85853563,80.72781474,26.97671565,19.17388265,0.10291667,21.04166667,0.58662512
2021-03-07,182.89767999,75.40929596,29.42914435,18.70458897,0.00416667,18.0,0.63639252
2021-03-08,,,30.27931963,,,26.25,
2021-03-09,142.89466209,70.59259028,31.83252447,19.31343055,0.00375,14.91666667,0.99008769
2021-03-10,183.64206758,76.93797913,45.59882421,19.04253479,0.005,13.7826087,0.59277667
2021-03-11,162.08981775,86.32356882,12.85072637,17.27921009,0.0475,14.58333333,0.57862798
2021-03-12,153.53257705,85.45845833,28.40729906,18.07564583,0.14958333,24.16666667,0.55244954
2021-03-13,,,,,,,
2021-03-14,,,,,,,
2021-03-15,,,,,,,
2021-03-16,,,,,,,
2021-03-17,,,,,,,
2021-03-18,,,,,,,
2021-03-19,,,,,,,
2021-03-20,,,,,,,
2021-03-21,,,,,,,
2021-03-22,,,,,,,
2021-03-23,,,,,,,
2021-03-24,,,,,,,
2021-03-25,,,,,,,
2021-03-26,,,,,,,
2021-03-27,,,,,,,
2021-03-28,,,,,,,
2021-03-29,,,,,,,
2021-03-30,,,,,,,
2021-03-31,,,,,,,
2021-04-01,136.25,76.95946528,30.63900917,17.12779861,0.0,10.5,1.26875
2021-04-02,183.52667531,70.90647917,25.71780226,19.83597222,0.00229167,17.65217391,0.93643851
2021-04-03,163.41666667,85.32172222,32.0859421,17.11973611,0.375,34.20833333,0.75458333
2021-04-04,157.45833333,82.09354167,26.22463752,18.18654861,0.04125,11.66666667,0.84166667
2021-04-05,172.76576123,86.85450787,31.7834759,16.26893382,0.09,14.29166667,0.68363367
2021-04-06,167.97892284,76.21409075,34.86536129,18.97672281,0.00125,15.20833333,0.95440375
2021-04-07,175.22440022,65.76936022,35.98530373,18.94568065,0.0,10.52083333,0.86835742
2021-04-08,,,39.58219915,,,25.875,
2021-04-09,193.69782677,77.7893125,33.2794574,18.50925694,0.12208333,18.91666667,0.77711038
2021-04-10,172.30382971,75.93382642,36.05709948,19.24895833,0.02,15.0,0.73401117
2021-04-11,154.26780025,89.79470139,16.34134988,16.43575,0.11125,16.08333333,0.76757047
2021-04-12,167.4113551,85.58630556,19.6766529,17.99290972,0.14875,18.70833333,0.74076388
2021-04-13,,,,,,,
2021-04-14,,,,,,,
2021-04-15,,,,,,,
2021-04-16,,,,,,,
2021-04-17,,,,,,,
2021-04-18,,,,,,,
2021-04-19,,,,,,,
2021-04-20,,,,,,,
2021-04-21,,,,,,,
2021-04-22,,,,,,,
2021-04-23,,,,,,,
2021-04-24,,,,,,,
2021-04-25,,,,,,,
2021-04-26,,,,,,,
2021-04-27,,,,,,,
2021-04-28,,,,,,,
2021-04-29,,,,,,,
2021-04-30,,,,,,,
2021-05-01,149.5,76.68456073,36.06705135,17.43411111,0.0,17.61904762,0.86041667
2021-05-02,177.04446299,76.87207639,20.77207105,19.1505625,0.00625,20.41666667,0.74984031
2021-05-03,149.20833333,82.11749306,33.12413692,17.02000694,0.01208333,29.08333333,0.82208333
2021-05-04,169.625,80.17279861,34.31765221,18.23014583,0.47416667,11.125,0.83958333
2021-05-05,180.84345806,90.96631213,17.30774895,16.53235737,0.11826087,18.91304348,0.76441025
2021-05-06,179.36739742,81.81529464,21.25438203,18.30088393,0.0,16.625,0.71383313
2021-05-07,196.08189817,71.42434647,35.37219655,19.05356741,0.0005,14.29166667,0.81968349
2021-05-08,,,36.38586708,,,23.125,
2021-05-09,157.75352424,83.11513889,44.94484323,17.13640278,0.22875,14.70833333,0.60373336
2021-05-10,180.60223175,84.53734717,24.58151033,18.17600696,0.08958333,16.16666667,0.45470083
2021-05-11,170.96870007,82.21525,22.03098445,17.74671528,0.00333333,13.20833333,0.89898686
2021-05-12,166.83260574,79.56349306,26.15923942,18.703,0.0,17.27272727,0.93098652
2021-05-13,,,,,,,
2021-05-14,,,,,,,
2021-05-15,,,,,,,
2021-05-16,,,,,,,
2021-05-17,,,,,,,
2021-05-18,,,,,,,
2021-05-19,,,,,,,
2021-05-20,,,,,,,
2021-05-21,,,,,,,
2021-05-22,,,,,,,
2021-05-23,,,,,,,
2021-05-24,,,,,,,
2021-05-25,,,,,,,
2021-05-26,,,,,,,
2021-05-27,,,,,,,
2021-05-28,,,,,,,
2021-05-29,,,,,,,
2021-05-30,,,,,,,
2021-05-31,,,,,,,
2021-06-01,181.45833333,82.69775694,30.5245625,16.42686111,0.1875,15.04166667,0.68791667
2021-06-02,170.28193143,78.18643056,42.9338517,18.50056944,0.03041667,19.79166667,0.9237624
2021-06-03,185.04166667,81.85897917,25.03112222,18.13340278,0.02583333,42.17391304,0.90666667
2021-06-04,166.125,80.98299306,42.39431738,17.83991667,0.18666667,12.14583333,0.95583333
2021-06-05,158.28911546,89.58140972,24.96572412,15.98064583,0.92291667,17.875,0.89700094
2021-06-06,,,21.41787728,,,15.33333333,
2021-06-07,183.96006109,69.75432794,32.76444737,19.22240439,0.00041667,18.08333333,0.83153149
2021-06-08,,,38.71851774,,,22.45833333,
2021-06-09,133.16300914,88.11950694,19.03084668,16.23988195,0.07791667,20.41666667,0.63562734
2021-06-10,245.13883392,82.201493,43.90664833,18.8376875,0.19416667,17.83333333,0.56071388
2021-06-11,163.2909252,77.58816667,26.10201608,18.172375,0.0,13.625,0.85056218
2021-06-12,156.62360501,82.46766667,26.02844322,18.78002778,0.00541667,19.25,0.66177965
2021-06-13,,,,,,,
2021-06-14,,,,,,,
2021-06-15,,,,,,,
2021-06-16,,,,,,,
2021-06-17,,,,,,,
2021-06-18,,,,,,,
2021-06-19,,,,,,,
2021-06-20,,,,,,,
2021-06-21,,,,,,,
2021-06-22,,,,,,,
2021-06-23,,,,,,,
2021-06-24,,,,,,,
2021-06-25,,,,,,,
2021-06-26,,,,,,,
2021-06-27,,,,,,,
2021-06-28,,,,,,,
2021-06-29,,,,,,,
2021-06-30,,,,,,,
2021-07-01,160.95833333,82.72554861,25.39081176,17.07225695,0.0,18.02083333,0.62375
2021-07-02,159.46075109,72.06577083,29.31469768,19.17686806,0.00083333,12.7826087,1.31695735
2021-07-03,170.5,84.743375,30.97417443,18.26665972,0.28958333,31.26086957,0.87708333
2021-07-04,168.625,81.44228472,18.70385619,18.19283333,0.01166667,12.79166667,1.10375
2021-07-05,159.83072226,84.12134028,26.97671565,16.92582639,0.07458333,17.625,1.00146935
2021-07-06,,,20.39603199,,,13.75,
2021-07-07,194.17237404,65.95255946,31.90609733,20.46896166,0.00142857,16.82608696,0.84415461
2021-07-08,,,42.36161834,,,30.79166667,
2021-07-09,172.06286495,85.71693056,20.55135247,16.99925,0.20541667,19.75,0.52075358
2021-07-10,170.34458883,78.82957638,26.66607471,18.42011804,0.00083333,13.79166667,0.91495758
2021-07-11,160.81645653,75.64800694,28.24380381,18.69443056,0.01458333,14.8125,0.87588032
2021-07-12,146.17208376,75.71786111,26.60067659,19.16470833,0.00416667,18.25,1.06072346
2021-07-13,,,,,,,
2021-07-14,,,,,,,
2021-07-15,,,,,,,
2021-07-16,,,,,,,
2021-07-17,,,,,,,
2021-07-18,,,,,,,
2021-07-19,,,,,,,
2021-07-20,,,,,,,
2021-07-21,,,,,,,
2021-07-22,,,,,,,
2021-07-23,,,,,,,
2021-07-24,,,,,,,
2021-07-25,,,,,,,
2021-07-26,,,,,,,
2021-07-27,,,,,,,
2021-07-28,,,,,,,
2021-07-29,,,,,,,
2021-07-30,,,,,,,
2021-07-31,,,,,,,
2021-08-01,164.20833333,88.98721528,16.99533086,16.50280555,0.08625,18.83333333,0.7525
2021-08-02,169.69270407,77.49729861,19.52133242,18.77004861,0.00458333,18.41666667,1.07093889
2021-08-03,161.625,84.90927778,25.1864427,17.37679861,0.14916667,17.66666667,0.7225
2021-08-04,171.875,79.99772222,36.45126518,19.04786806,0.00375,17.20833333,0.78625
2021-08-05,177.60679776,88.97985417,25.73415178,16.57889583,0.38041667,14.45833333,0.59218768
2021-08-06,,,20.69032343,,,14.29166667,
2021-08-07,158.29679631,72.06183404,27.72061902,19.70515513,0.02041667,16.33333333,0.71515158
2021-08-08,,,30.37741678,,,15.20833333,
2021-08-09,183.56596359,88.43136805,20.40420675,16.03038889,0.09583333,18.29166667,0.62966407
2021-08-10,189.41391225,78.94943054,22.31710117,18.45860413,0.00875,16.5,0.84982983
2021-08-11,184.83000294,84.59679861,30.43464011,17.83864583,0.25458333,18.58333333,0.55555481
2021-08-12,168.73694465,81.62132639,35.61743943,18.47858333,0.00041667,22.75,0.80077819
2021-08-13,,,,,,,
2021-08-14,,,,,,,
2021-08-15,,,,,,,
2021-08-16,,,,,,,
2021-08-17,,,,,,,
2021-08-18,,,,,,,
2021-08-19,,,,,,,
2021-08-20,,,,,,,
2021-08-21,,,,,,,
2021-08-22,,,,,,,
2021-08-23,,,,,,,
2021-08-24,,,,,,,
2021-08-25,,,,,,,
2021-08-26,,,,,,,
2021-08-27,,,,,,,
2021-08-28,,,,,,,
2021-08-29,,,,,,,
2021-08-30,,,,,,,
2021-08-31,,,,,,,
2021-09-01,176.58333333,84.42958333,33.54922456,16.9616875,0.03583333,11.33333333,0.84416667
2021-09-02,140.9377429,83.81078472,19.15346811,18.01822222,0.20479167,18.34782609,0.61822094
2021-09-03,125.5,83.28043056,19.79109957,17.32702083,0.00291667,24.125,0.86791667
2021-09-04,219.33333333,86.34208333,29.43731911,17.22643056,0.15833333,10.95652174,0.73458333
2021-09-05,159.83297428,87.51833333,23.79673311,16.97963889,0.15916667,11.58333333,0.72425413
2021-09-06,,,18.38504046,,,13.75,
2021-09-07,191.64106693,77.31245059,35.51934228,18.95748252,0.18238095,21.59090909,0.89904702
2021-09-08,144.73639375,68.07486162,35.84113065,21.06921417,0.00272727,17.45833333,0.8523748
2021-09-09,163.65843812,75.13890278,31.83252447,18.76059722,0.00375,20.0,0.66895359
2021-09-10,165.892959,85.04272921,23.12640254,17.64539583,0.09708333,16.70833333,0.72631571
2021-09-11,157.61066911,87.20547917,25.61970511,16.86616667,0.18083333,18.1875,0.51707765
2021-09-12,166.37315429,81.30944444,25.48073415,18.69376389,0.0,26.20833333,0.71116756
2021-09-13,,,,,,,
2021-09-14,,,,,,,
2021-09-15,,,,,,,
2021-09-16,,,,,,,
2021-09-17,,,,,,,
2021-09-18,,,,,,,
2021-09-19,,,,,,,
2021-09-20,,,,,,,
2021-09-21,,,,,,,
2021-09-22,,,,,,,
2021-09-23,,,,,,,
2021-09-24,,,,,,,
2021-09-25,,,,,,,
2021-09-26,,,,,,,
2021-09-27,,,,,,,
2021-09-28,,,,,,,
2021-09-29,,,,,,,
2021-09-30,,,,,,,
2021-10-01,158.95833333,79.40447917,29.68256198,18.12428472,0.12666667,8.08333333,0.90583333
2021-10-02,149.44888891,83.86329167,34.57924461,17.24251389,0.14666667,19.25,0.92493782
2021-10-03,146.625,87.82979167,18.13979759,16.35745833,0.22375,17.41666667,0.9425
2021-10-04,127.5,87.77465278,25.84042369,17.884375,0.15458333,13.66666667,0.74208333
2021-10-05,149.2141035,86.56471014,14.79134386,17.36035507,0.06913043,16.52173913,0.63577204
2021-10-06,121.06169941,82.28948198,27.22195853,18.80079129,0.02666667,28.16666667,0.79679374
2021-10-07,192.71418157,85.60939533,29.40462006,17.74171893,0.0726087,24.0,0.53436142
2021-10-08,160.37064032,83.51018966,30.23027106,17.49442183,0.27565217,18.45833333,0.77568043
2021-10-09,140.86576729,75.05002083,31.22164678,18.9851875,0.11458333,18.60869565,0.70329656
2021-10-10,163.87085225,88.01015275,23.91117979,16.86116671,0.15875,17.45833333,0.68490529
2021-10-11,140.34666344,87.48220833,26.75599707,16.4590625,0.23125,14.6875,0.65363855
2021-10-12,182.56947164,78.26701389,31.5218835,18.37884722,0.0,22.83333333,0.91127869
2021-10-13,,,,,,,
2021-10-14,,,,,,,
2021-10-15,,,,,,,
2021-10-16,,,,,,,
2021-10-17,,,,,,,
2021-10-18,,,,,,,
2021-10-19,,,,,,,
2021-10-20,,,,,,,
2021-10-21,,,,,,,
2021-10-22,,,,,,,
2021-10-23,,,,,,,
2021-10-24,,,,,,,
2021-10-25,,,,,,,
2021-10-26,,,,,,,
2021-10-27,,,,,,,
2021-10-28,,,,,,,
2021-10-29,,,,,,,
2021-10-30,,,,,,,
2021-10-31,,,,,,,
2021-11-01,167.83333333,85.04240278,26.208288,17.58017361,0.37166667,7.625,0.84708333
2021-11-02,178.02679484,79.13170833,28.41250118,17.85027778,0.00020833,21.20833333,0.91061553
2021-11-03,178.04166667,87.25320139,20.39603199,16.276125,0.67125,13.04166667,0.90791667
2021-11-04,193.75,81.49954861,28.10483285,19.01747222,0.01041667,11.0,0.89166667
2021-11-05,170.92624005,74.98234028,12.16404633,19.2643125,0.00291667,12.29166667,0.87476174
2021-11-06,185.95612212,82.67586806,30.55726155,18.01506944,0.2875,21.54166667,0.98015505
